r0,r1,r2,r3,s1,s2,s3,p1,p2,p3,bandwidth,ng0,GBP,avgLoss,loss_at_ng0,delay
0.240348,0.2,0.220349,0.227293,-0.259277,-0.029325,0.085604,-0.071845,0.305666,-0.002079,0.0072,-13.8206,0.0999,53.2454,51.7472,56.8185
0.2,0.229254,0.320316,0.2,-0.127673,-0.092188,0.090485,-0.153497,-0.144609,-0.036667,0.013,21.6017,0.276,71.1572,74.1644,74.6167
0.312227,0.294976,0.280284,0.350968,0.102958,-0.098296,0.080047,0.052931,0.197686,0.033189,0.0142,12.3822,0.1758,57.075,74.0475,33.2318
0.223805,0.208826,0.269958,0.204147,0.078214,-0.09135,-0.03634,0.140745,-0.133834,-0.039649,0.0012,40.0509,0.0501,1017.8,978.0801,11.9455
0.2,0.2,0.320745,0.257472,0.089486,0.110702,0.02914,-0.14395,-0.00606,0.002485,0.0009,-51.2812,0.0482,232.6532,222.2909,69.4003
0.227301,0.354077,0.31197,0.225582,-0.151526,-0.093762,0.100148,0.100132,-0.027896,-0.018861,0.0001,-985.5834,0.0705,2002166.7331,1866915.2694,0.1751
0.208439,0.312506,0.3373,0.258091,-0.069293,-0.038988,-0.029389,0.137175,0.174724,-0.046024,0.0018,106.2288,0.1929,8280.8588,11347.977,2.9735
0.284642,0.326858,0.200684,0.302332,-0.134903,-0.095291,-0.088588,-0.113111,0.229653,-0.039487,0.0113,17.877,0.1964,380.9691,539.8783,7.9505
0.206595,0.23631,0.320316,0.2,-0.124893,-0.092188,0.098441,-0.115922,-0.144609,-0.036667,0.0158,21.1832,0.3257,71.2568,74.1647,72.7353
0.2,0.2,0.2,0.221069,-0.173843,0.095472,-0.048471,0.091097,0.223957,0.037425,0.019,15.1995,0.2826,49.4159,26.6268,127.6846
0.2,0.229371,0.2896,0.272386,-0.130114,-0.169137,-0.053827,0.124599,0.166442,-0.059227,0.0035,27.4725,0.0972,203.2873,221.1045,33.8792
0.223805,0.250905,0.269958,0.270429,0.032316,0.078166,-0.03634,-0.164898,-0.149737,-0.05569,0.0002,162.4322,0.0244,13997.2915,16352.6332,3.2091
0.240173,0.240915,0.222947,0.392811,0.036331,-0.106284,-0.042852,-0.104147,0.097823,-0.041086,0.0062,15.457,0.0935,42.998,48.5599,71.7808
0.2,0.264053,0.26739,0.2,-0.168812,-0.082415,-0.077379,0.085895,0.005009,0.031941,1e-08,1e-08,1e-08,100000,100000,1e-08
0.266551,0.225252,0.234563,0.354207,0.005392,-0.118912,0.080047,0.063079,0.186429,0.035288,0.0025,10.1904,0.024,55.3532,60.0964,28.7893
0.244808,0.237683,0.248099,0.2,0.072575,-0.100857,-0.031815,-0.141041,0.142522,-0.041086,0.0073,13.4913,0.0984,66.8839,62.4982,45.2881
0.2,0.2,0.383745,0.222838,-0.069889,-0.106888,-0.046694,0.083747,0.005889,0.008974,0.0035,53.7011,0.1929,1063.7487,1183.5166,13.7165
0.222098,0.237683,0.292999,0.284248,0.063663,-0.111711,0.093155,0.150078,0.132962,0.028622,0.0206,14.629,0.2944,100.8884,176.2034,18.2157
0.21254,0.243057,0.4,0.2,0.058351,-0.07817,-0.091657,0.067357,0.200715,-0.033577,0.0001,-294.4143,0.0236,66611.6868,61937.8562,1.5576
0.227301,0.348302,0.358367,0.25705,-0.077413,-0.022796,0.100148,0.066841,-0.026308,0.048212,0.0007,-247.3455,0.1606,35531.2887,24335.7999,3.3195
0.284355,0.255708,0.219011,0.238611,-0.134903,0.10902,0.080771,-0.110139,-0.263192,0.042561,0.0188,12.166,0.2258,122.3474,171.127,13.9585
0.221563,0.206134,0.236765,0.241567,-0.241762,0.021192,0.085604,-0.071845,0.217528,-0.002079,0.0043,-17.4544,0.0744,101.6664,102.7217,40.4147
0.224909,0.354077,0.31197,0.307694,0.159955,-0.141552,0.111617,0.103192,-0.024016,-0.020782,1e-08,1e-08,1e-08,100000,100000,1e-08
0.284642,0.268223,0.224459,0.302332,-0.134903,-0.095291,-0.088588,-0.124722,0.252045,-0.039487,0.0109,18.5498,0.1983,493.6762,672.171,6.7194
0.224909,0.4,0.372888,0.349761,0.116949,-0.102037,0.084825,0.12017,-0.025742,-0.020782,1e-08,1e-08,1e-08,100000,100000,1e-08
0.217675,0.2,0.269958,0.2,-0.07634,-0.09135,-0.03634,0.140745,-0.133834,-0.039649,1e-08,1e-08,1e-08,100000,100000,1e-08
0.2,0.229371,0.269939,0.258091,-0.069293,-0.169137,-0.053827,0.124599,0.166442,-0.059227,0.0213,12.3316,0.2544,35.424,33.1721,73.6721
0.26901,0.222083,0.233204,0.227293,-0.259277,-0.029325,0.085604,-0.083291,0.305666,-0.001222,0.0099,-12.7054,0.1213,57.9111,62.8212,40.8853
0.20622,0.284424,0.285578,0.2,-0.127737,-0.130357,0.080777,0.057431,-0.215382,0.032082,0.0063,40.1343,0.245,568.5573,411.6694,28.4486
0.200963,0.27425,0.334916,0.246527,-0.118559,0.021607,-0.044358,-0.194491,0.005794,0.000213,0.0073,-30.7021,0.2156,470.0259,633.6106,13.5215
0.2,0.286502,0.248099,0.296046,-0.132464,-0.04288,-0.034568,0.124599,-0.020508,-0.002255,0.0059,38.6761,0.2232,567.8065,792.6523,14.1618
0.284355,0.255708,0.269958,0.267524,0.032316,0.078166,-0.03634,-0.110139,-0.149737,-0.05569,1e-08,1e-08,1e-08,100000,100000,1e-08
0.220114,0.2091645,0.2,0.2,-0.081115,0.161428,0.008903,-0.141671,0.34567,-0.003972,0.0023,11.8637,0.0259,182.9081,201.8861,11.3327
0.244808,0.2,0.296217,0.2,-0.147238,0.076416,0.113456,0.036476,0.121762,0.01939,0.0032,47.8824,0.1503,296.3231,323.2271,44.2232
0.200341,0.301569,0.334916,0.266085,-0.127348,0.021607,-0.044358,-0.180523,0.005794,0.000213,0.0053,-28.0727,0.142,476.1338,396.5609,19.394
0.247563,0.354077,0.271231,0.337091,0.150748,-0.103302,0.111617,0.105466,-0.020879,-0.020782,0.0043,10.02,0.0438,344.6067,336.1129,4.9785
0.224909,0.354077,0.31197,0.307694,0.159955,-0.141552,0.111617,0.103192,-0.024016,-0.020782,1e-08,1e-08,1e-08,100000,100000,1e-08
0.2,0.2,0.279788,0.258257,-0.104582,-0.090256,-0.03634,0.124599,-0.187634,-0.03728,0.0005,-138.0603,0.0762,3965.8176,3412.5357,12.9972
0.2,0.2,0.203594,0.213233,-0.108935,-0.08508,-0.020123,-0.127967,-0.201637,0.001035,0.0329,12.3558,0.3926,16.181,27.6046,88.8238
0.250832,0.208826,0.269958,0.204147,0.078214,-0.09135,-0.03634,0.140745,-0.133834,-0.039649,0.0015,33.2147,0.0499,598.5621,575.4209,16.3444
0.256132,0.292104,0.33368,0.2,0.228512,0.024295,-0.042153,-0.093716,0.014201,0.00197,0.0022,10.3652,0.0217,152.4053,172.4064,10.3732
0.244808,0.231531,0.383745,0.2,-0.07594,-0.101481,-0.040287,-0.141671,0.121762,0.025874,0.0028,-83.6976,0.2395,5505.4762,4929.1299,5.3219
0.2,0.308749,0.2,0.223569,0.002198,-0.085409,-0.048318,0.088292,-0.018791,0.000167,0.0068,10.9609,0.0729,55.2934,61.2085,32.4621
0.220114,0.203036,0.2,0.2,-0.081115,0.02743,0.008903,-0.141671,0.01872,-0.003972,0.0073,13.9237,0.1016,12.2588,11.3882,261.1971
0.223805,0.2,0.32156,0.205144,0.07767,-0.09135,-0.041822,0.140745,-0.104795,-0.039649,0.0008,-198.6345,0.1508,30514.5487,40228.0851,1.6045
0.2,0.240915,0.222947,0.2,0.00098,-0.10251,-0.031815,-0.120485,0.006003,-0.041086,0.0025,20.2406,0.0507,190.3469,183.4197,27.697
0.2,0.2,0.264382,0.231593,-0.122871,-0.153377,-0.070369,-0.162253,-0.218272,-0.039487,0.036,13.8226,0.4958,23.3647,31.2367,94.1481
0.2,0.245384,0.234329,0.227073,0.03978,-0.113029,0.058317,-0.160815,0.006386,-0.002404,0.0126,13.8527,0.1728,74.7263,75.1365,39.2737
0.220114,0.203036,0.2,0.215285,-0.082176,0.036732,0.007015,0.120501,0.13233,-0.000201,0.0128,13.9423,0.1788,10.1566,8.1663,365.0076
0.2,0.2,0.200286,0.246761,0.186747,0.004246,0.000646,0.134449,0.242085,0.001769,0.006,15.3394,0.0949,25.1449,23.7909,54.2719
0.209001,0.2,0.2,0.2,-0.080438,0.102987,0.01102,-0.141671,-0.027062,0.002547,0.0064,15.7924,0.1012,14.6286,13.4528,267.4143
0.2,0.236198,0.230715,0.214395,0.00098,-0.112431,-0.042852,-0.093564,0.097823,-0.041086,0.0061,16.3018,0.1005,74.3774,68.4679,55.0223
0.224572,0.324117,0.248191,0.239605,0.26932,0.024295,-0.055896,-0.118945,0.010742,0.00063,0.0036,12.5889,0.0455,311.5785,303.1094,8.3456
0.220114,0.203036,0.2,0.2,-0.069293,0.03048,0.008903,-0.136022,0.155697,-0.000201,0.012,19.8307,0.2284,78.4985,128.0147,38.6172
0.255883,0.203036,0.225119,0.2,-0.061404,0.03048,-0.008225,-0.141671,0.174362,0.000961,0.0067,31.2358,0.202,202.401,292.316,29.9172
0.2,0.2,0.222947,0.227118,0.198186,0.004476,-0.042852,-0.104147,0.097823,-0.041086,0.0164,14.13,0.2249,98.0666,134.1214,22.6909
0.2,0.294976,0.334916,0.392811,-0.118559,0.021607,-0.044358,0.052931,0.142522,0.000213,0.0009,-51.4789,0.0475,926.9799,819.3417,18.9091
0.291828,0.2,0.222947,0.4,0.027697,0.128183,-0.042852,-0.141041,0.109697,-0.04928,0.0104,12.4385,0.1225,53.87,80.5526,30.7811
0.282484,0.229526,0.30638,0.2,-0.147238,-0.072718,0.113456,0.036476,0.121762,0.025874,0.0189,14.9856,0.2783,50.2963,52.9586,62.8516
0.2,0.250905,0.269958,0.330795,0.041509,-0.097203,-0.040217,-0.102258,0.007728,0.049312,0.0149,18.0411,0.2677,132.9892,175.956,24.7053
0.22406,0.2,0.349371,0.227073,0.05419,-0.08844,0.058317,0.099165,0.006916,-0.003062,0.0079,44.6973,0.3428,586.4834,1152.3408,11.4831
0.284355,0.255708,0.217805,0.267524,0.00098,0.10902,0.080771,-0.120485,-0.017293,0.000167,0.0052,23.5479,0.1214,164.9216,171.3301,36.0861
0.223805,0.208826,0.269958,0.204147,0.078214,-0.096559,-0.03634,-0.148758,-0.133834,-0.035283,0.0015,32.0878,0.05,567.6572,544.2025,16.5917
0.2,0.2,0.233487,0.260758,0.238575,0.161428,0.032375,0.191889,0.34567,-0.002079,0.0045,20.1237,0.0927,67.4067,98.4371,45.8501
0.281537,0.216074,0.240079,0.210582,0.121655,-0.142181,0.104274,0.060018,-0.215382,0.025989,0.0089,13.237,0.1176,56.2454,59.877,45.8549
0.217675,0.2,0.32156,0.2,-0.07634,-0.09135,-0.03634,0.140745,-0.104795,-0.039649,0.0011,-95.8992,0.1015,3141.2656,2758.4017,10.9845
0.2,0.2,0.279788,0.284991,-0.104303,-0.090256,0.032679,0.104915,-0.187634,-0.03728,0.0005,-94.9683,0.0513,1668.9833,1808.8389,16.5794
0.254927,0.2,0.222947,0.339699,0.027697,0.128183,-0.042852,-0.141041,0.109697,-0.04928,0.007,25.1408,0.1733,387.2695,562.0408,11.945
0.219681,0.337766,0.37435,0.349761,-0.119965,-0.102037,0.084825,0.12017,-0.025742,0.023387,0.0047,-14.2777,0.0669,276.2621,281.5608,10.9837
0.2,0.308749,0.2,0.213233,-0.108935,-0.08508,-0.048318,-0.127967,-0.201637,0.000167,0.0026,19.5215,0.0508,250.7006,242.2392,19.9823
0.284355,0.255708,0.217805,0.267524,0.00098,0.10902,0.080771,-0.120485,-0.018367,0.00139,0.0052,23.499,0.1213,163.9183,170.2898,36.2107
0.20622,0.284424,0.277413,0.2,-0.122627,-0.141585,0.083743,0.057431,-0.249861,-0.039674,0.0028,52.6265,0.1476,844.7887,908.1505,17.4811
0.291828,0.2,0.222947,0.4,0.02559,0.13354,-0.042852,-0.141041,0.108521,-0.04928,0.0118,12.7325,0.1462,55.3714,46.9059,54.9505
0.220114,0.203036,0.2,0.215285,-0.082176,0.036732,0.008903,0.120501,0.01872,-0.003972,0.0083,15.6573,0.1278,11.6531,10.6151,334.658
0.224909,0.203036,0.225119,0.307694,0.159955,-0.141552,-0.008225,-0.141671,0.174362,-0.020782,0.0051,14.4483,0.0718,66.2142,68.429,46.0246
0.227301,0.209165,0.2,0.25705,-0.077413,-0.022796,0.008903,-0.141671,0.34567,0.048212,0.0045,-23.3537,0.1007,88.7052,79.3237,77.1258
0.224909,0.4,0.369991,0.312658,0.159955,0.150572,0.111617,0.117054,-0.024016,0.024145,1e-08,1e-08,1e-08,100000,100000,1e-08
0.223805,0.2,0.276089,0.225787,0.078214,-0.096559,-0.025873,-0.149236,-0.133834,-0.035283,0.0066,22.4638,0.1485,102.5166,88.6448,65.6697
0.224572,0.4,0.248191,0.349761,0.116949,-0.102037,0.084825,-0.118945,0.010742,0.00063,1e-08,1e-08,1e-08,100000,100000,1e-08
0.2,0.25355,0.4,0.2,0.046718,-0.07817,-0.093397,0.082425,0.183726,-0.042202,0.0009,50.5394,0.0464,325.9742,354.515,42.8185
0.247563,0.208826,0.269958,0.337091,0.078214,-0.103302,-0.03634,-0.148758,-0.020879,-0.035283,0.0194,13.136,0.2504,63.3241,112.4436,24.1187
0.250832,0.2,0.269958,0.227073,0.078214,-0.08844,0.058317,0.140745,0.006916,-0.039649,0.0136,18.405,0.2479,82.7619,98.4547,45.3845
0.2,0.2,0.222947,0.227118,0.240219,0.004636,-0.039327,-0.104147,-0.103465,-0.045648,0.0185,14.5854,0.2693,89.9235,108.7283,29.3864
0.2,0.354077,0.271231,0.337091,0.150748,-0.077463,0.111617,0.129568,0.023394,-0.020782,1e-08,1e-08,1e-08,100000,100000,1e-08
0.20622,0.284424,0.279788,0.258257,-0.127737,-0.090256,-0.03634,0.124599,-0.215382,-0.03728,0.0072,-30.4545,0.2193,427.8773,265.076,32.009
0.2,0.250905,0.269958,0.330795,0.078214,-0.097203,-0.03634,-0.102258,-0.133834,-0.039649,0.0189,15.4098,0.2888,114.7163,189.6739,18.2941
0.2,0.243057,0.4,0.222838,0.058351,-0.106888,-0.046694,0.083747,0.005889,-0.033577,0.0007,68.8018,0.0472,935.0245,942.0398,22.5758
0.250832,0.208826,0.248099,0.204147,-0.132464,-0.04288,-0.034568,0.140745,-0.020508,-0.039649,0.0045,17.2071,0.0765,18.068,18.7067,217.5168
0.247563,0.236198,0.230715,0.337091,0.150748,-0.112431,-0.042852,-0.093564,0.097823,-0.041086,0.0025,10.1957,0.0247,98.7141,111.7668,15.4956
0.2,0.2,0.222947,0.213233,0.00098,-0.10251,-0.031815,-0.120485,0.006003,0.001035,0.0064,16.029,0.1025,42.534,38.2176,96.1947
0.2,0.2,0.279788,0.258257,-0.134903,-0.095291,-0.03634,-0.124722,0.252045,-0.039487,0.0045,-21.7026,0.0995,107.0306,101.6247,54.7851
0.2,0.230555,0.208697,0.239933,-0.118748,0.097967,-0.020123,-0.152738,-0.209395,0.001035,0.0212,18.1847,0.3767,59.0945,18.4925,237.6592
0.255883,0.216478,0.216583,0.2,-0.046879,0.036187,-0.008225,-0.141671,0.163692,0.001727,0.0058,22.2919,0.125,89.1105,108.6669,53.0427
0.2,0.206233,0.301044,0.258091,-0.069293,-0.154729,-0.053827,0.124599,0.142529,-0.059745,0.0198,13.1602,0.2556,38.5185,40.1908,67.6786
0.256132,0.292104,0.33368,0.2,0.228512,0.024295,-0.046473,-0.093716,0.018239,-0.002364,0.002,11.4445,0.0217,197.8626,225.2561,9.5366
0.252488,0.284424,0.240035,0.2,-0.127737,-0.130357,0.080777,0.057431,-0.215382,0.032082,0.0151,18.4577,0.2749,207.0578,279.8347,16.0305
0.255883,0.203036,0.225119,0.2,-0.147238,0.076416,-0.008225,-0.141671,0.121762,0.000961,0.0055,28.1173,0.1524,223.9187,171.9844,44.8051
0.247563,0.354077,0.321677,0.337091,0.150748,-0.103302,0.111617,0.120221,-0.020879,-0.01718,1e-08,1e-08,1e-08,100000,100000,1e-08
0.26901,0.222083,0.296217,0.227293,-0.147238,-0.029325,0.113456,0.036476,0.305666,-0.001222,0.0066,-14.9453,0.0978,83.8653,66.7263,49.6821
0.26901,0.222083,0.233204,0.20448,-0.219244,-0.026615,0.085604,-0.083291,0.305666,-0.001222,0.0055,-13.3407,0.0736,39.6764,40.9568,67.882
0.26901,0.2,0.233204,0.227293,-0.259277,-0.153377,-0.070369,-0.162253,-0.218272,-0.001222,1e-08,1e-08,1e-08,100000,100000,1e-08
0.259608,0.242073,0.247452,0.204147,0.090669,-0.069696,-0.03634,-0.153964,-0.133834,-0.031348,0.0029,16.9258,0.0486,126.2393,120.725,32.9283
0.2,0.255578,0.275648,0.228674,0.002004,-0.112431,-0.042852,-0.093917,0.097823,0.045975,0.0008,61.7175,0.0491,3089.3942,2997.6845,6.3068
0.2,0.292104,0.33368,0.2,0.243505,0.024295,-0.042153,-0.093716,0.01177,0.00197,1e-08,1e-08,1e-08,100000,100000,1e-08
0.221563,0.2,0.236765,0.241567,-0.236374,0.018916,0.093321,-0.071845,-0.216009,-0.002079,1e-08,1e-08,1e-08,100000,100000,1e-08
0.216186,0.237683,0.248099,0.240367,0.072575,-0.100857,-0.025651,0.101639,0.142522,-0.044309,0.0182,13.7077,0.2454,72.4631,91.8012,31.618
0.336563,0.268223,0.224459,0.302332,-0.098416,-0.095291,-0.099951,-0.124722,0.265743,-0.039487,1e-08,1e-08,1e-08,100000,100000,1e-08
0.264853,0.270299,0.258122,0.302332,-0.134903,-0.095291,-0.095931,-0.148873,0.252045,0.030921,0.0051,-34.4012,0.1707,278.1794,183.9131,53.2883
0.249723,0.216074,0.240079,0.2,0.149272,-0.115281,0.104274,0.066393,0.254801,-0.028611,0.0096,12.4152,0.1177,37.3537,41.4149,59.6825
0.278766,0.348302,0.358367,0.25705,-0.084434,-0.022796,0.093889,0.066841,-0.026308,0.039716,0.0012,140.585,0.1625,36200.4416,45564.4569,0.9919
0.242416,0.2,0.23416,0.306188,-0.104582,-0.090256,-0.03634,0.095735,-0.157405,-0.029668,0.0175,13.7399,0.2325,63.67,101.0655,28.8259
0.244808,0.2,0.383745,0.2,-0.062471,-0.101481,-0.046694,-0.115785,0.005009,0.025874,0.0104,42.1648,0.4227,597.1801,563.9909,21.9654
0.291828,0.354077,0.222947,0.4,0.159955,-0.141552,-0.042852,0.103192,-0.024016,-0.04928,1e-08,1e-08,1e-08,100000,100000,1e-08
0.224909,0.4,0.372888,0.290784,0.116949,-0.080988,0.102731,0.107967,-0.025742,-0.022819,1e-08,1e-08,1e-08,100000,100000,1e-08
0.2,0.234366,0.285981,0.304026,-0.132464,-0.049277,-0.035476,0.123272,-0.020508,-0.002255,0.0062,36.6863,0.2261,399.591,269.252,39.2276
0.2,0.20703,0.383745,0.211765,-0.062471,-0.109018,-0.05031,-0.115785,0.005009,-0.00718,0.0037,47.8929,0.1759,830.7245,953.4226,14.9961
0.256132,0.292104,0.279788,0.258257,0.228512,-0.090256,-0.03634,-0.093716,-0.215382,-0.002364,0.0066,10.6506,0.069,200.2537,213.8659,8.807
0.255883,0.216478,0.246538,0.2,-0.050996,0.036187,-0.005327,-0.110483,-0.183211,0.002262,0.0039,19.7036,0.0752,18.3856,18.7476,261.4314
0.20622,0.284424,0.279788,0.258257,-0.127737,-0.090256,-0.035789,0.124599,-0.16857,-0.03728,0.0035,-57.2186,0.1978,1424.2734,916.0695,19.001
0.2,0.233159,0.301044,0.243892,0.054799,-0.132607,-0.038296,0.130599,0.143302,0.060663,0.0046,27.1049,0.1227,345.6881,359.3997,20.5017
0.20622,0.284424,0.279788,0.208379,-0.127737,-0.08096,-0.037676,0.124599,-0.215382,-0.03728,0.0048,-46.5333,0.221,1200.0342,765.7411,18.0798
0.2,0.2,0.334042,0.284991,-0.097789,-0.090256,0.02413,0.104915,-0.171625,-0.032757,0.0014,-35.2622,0.0492,406.3917,359.3738,28.0694
0.208775,0.234095,0.240079,0.2,0.149272,-0.115281,0.104274,0.066393,0.254801,-0.028611,0.0075,10.0461,0.0747,97.0884,102.9438,16.3394
0.2,0.297821,0.271231,0.31097,-0.177999,-0.077463,0.111617,0.129568,0.02317,0.014503,0.0156,16.1469,0.2491,209.8984,305.764,12.1519
0.25831,0.4,0.216292,0.349761,0.116949,-0.102037,0.086581,-0.114821,0.013511,0.00063,0.0022,10.6765,0.0219,321.8692,361.4922,5.2344
0.26901,0.354077,0.21969711,0.337091,0.150748,-0.00191068549424,0.111617,0.129568,1.03509356936,-0.001222,0.002,11.4756,0.022,461.3155,517.8962,4.1679
0.240537,0.208826,0.240127,0.2,-0.11662,-0.04288,-0.034568,0.166174,-0.020508,-0.0366,0.0025,20.1564,0.0511,30.3143,29.2303,172.8392
0.252488,0.4,0.240035,0.2,-0.127737,-0.130357,0.102731,0.107967,-0.025742,0.032082,0.0019,-78.4834,0.1438,19765.8526,23124.2652,1.0593
0.332462,0.348302,0.4,0.2,-0.084434,-0.02557,0.092676,-0.063641,-0.026308,0.039716,0.0025,65.0207,0.1596,3419.5656,3887.5904,5.1463
0.22895,0.203036,0.225119,0.32788,0.168515,-0.141552,-0.007635,-0.119151,0.174362,-0.021836,0.0042,17.135,0.0707,98.3701,104.9521,38.5413
0.213144,0.2,0.211132,0.2,0.144962,-0.072718,-0.118213,-0.028679,0.107913,-0.035847,0.0073,10.6811,0.0759,22.5691,24.5329,77.1903
0.2,0.2,0.279788,0.284991,-0.093584,-0.090256,0.032679,-0.119966,-0.164104,0.027939,0.0195,11.0886,0.2071,24.5229,27.6353,70.618
0.2,0.255708,0.285981,0.267524,0.00098,0.10902,0.080771,-0.120485,-0.020508,0.00139,1e-08,1e-08,1e-08,100000,100000,1e-08
0.291828,0.335167,0.222947,0.4,0.159955,-0.15685,0.035943,0.114204,-0.024016,-0.04928,1e-08,1e-08,1e-08,100000,100000,1e-08
0.252488,0.284424,0.285981,0.2,-0.132464,-0.049277,-0.035476,0.057431,-0.020508,0.032082,1e-08,-531.0771,0.0265,243631.1329,232222.5546,0.7551
0.216186,0.237683,0.248099,0.283265,0.084542,-0.100857,-0.022109,0.122262,0.147398,-0.048687,0.0325,12.4231,0.3921,60.4182,150.3683,16.4554
0.270902,0.244481,0.226371,0.267524,-0.102095,-0.103231,-0.015331,-0.152738,-0.185289,0.002152,0.0261,11.1061,0.2831,17.6547,24.8577,81.8809
0.2,0.268223,0.224459,0.2,-0.098416,-0.07817,-0.093397,0.082425,0.265743,-0.042202,0.012,14.7363,0.1765,59.4236,58.4208,55.5525
0.291828,0.232446,0.222947,0.374301,0.02559,0.13354,-0.047496,-0.141041,0.130527,-0.04928,0.0077,22.5238,0.1698,266.8088,388.6457,15.0298
0.249723,0.2,0.265954,0.2,0.136235,-0.115281,-0.12561,0.066393,0.254801,-0.02063,0.0233,14.3284,0.3245,56.827,86.4874,35.9527
0.259608,0.242073,0.240035,0.204147,0.090669,-0.069696,-0.03634,0.057431,-0.133834,-0.031348,0.0026,18.7825,0.0492,256.5388,247.2665,18.5799
0.30578,0.292104,0.292556,0.211435,0.228512,0.024295,-0.032827,-0.075628,-0.015233,-0.002364,0.0015,-29.4688,0.0445,2155.4348,1934.5657,4.2161
0.2,0.2,0.225119,0.373582,0.159955,-0.141552,-0.008225,0.139208,0.174362,-0.023582,0.0005,48.7833,0.0231,477.1015,446.1843,22.403
0.26901,0.222083,0.233204,0.20448,0.149272,-0.115281,0.104274,-0.083291,0.305666,-0.028611,0.0065,14.7541,0.0938,88.5927,96.6185,33.6514
0.2,0.286502,0.248099,0.25263,-0.143886,0.049192,-0.034568,0.124599,-0.020561,0.002215,0.0008,162.5619,0.1222,19666.8913,20685.0194,2.5391
0.2,0.259134,0.33368,0.2,0.243505,0.024295,-0.040807,-0.093716,0.012718,0.002527,1e-08,1e-08,1e-08,100000,100000,1e-08
0.20111,0.2,0.32156,0.2,-0.07634,-0.09135,-0.033378,0.140745,-0.104795,-0.041574,0.0019,-81.1915,0.1525,1885.6487,1611.0789,15.7641
0.2,0.2,0.250596,0.344783,-0.082218,-0.091089,0.032679,0.104915,-0.160281,-0.03944,0.0172,10.5054,0.1785,68.6707,88.568,20.72
0.291828,0.2,0.2,0.4,0.02559,0.15331,-0.042852,-0.141041,0.108521,-0.04928,0.0147,10.1832,0.1469,34.4119,26.8862,64.2608
0.241294,0.218004,0.240035,0.227227,-0.127737,-0.130357,0.080777,0.066063,-0.155999,-0.040055,0.0217,13.605,0.2839,48.3436,76.8826,37.3082
0.250832,0.250741,0.248099,0.2,-0.146099,-0.035186,-0.040498,0.135775,-0.021939,0.037341,0.0026,19.2258,0.0506,31.4973,30.2694,156.6578
0.2,0.263321,0.335311,0.2,0.243505,0.024295,-0.045648,-0.093716,0.01177,0.00197,1e-08,1e-08,1e-08,100000,100000,1e-08
0.247563,0.208826,0.269958,0.337091,-0.08353,-0.103302,-0.038672,-0.148758,-0.020879,-0.035283,0.0188,10.9566,0.2047,19.0781,21.9573,90.4274
0.256132,0.292104,0.248099,0.240367,0.072575,0.024295,-0.046473,0.101639,0.018239,-0.002364,0.0026,17.7367,0.0464,140.3423,133.9021,31.7066
0.2,0.235498,0.33598,0.258091,-0.062453,-0.154729,0.054241,0.132209,0.142529,-0.05197,0.0123,10.1237,0.1237,75.9924,78.9782,21.6251
0.280891,0.208826,0.269958,0.337091,0.078214,-0.103302,-0.03634,-0.148758,-0.020879,-0.036556,0.0198,11.7799,0.225,45.5091,77.6356,29.11
0.224909,0.2,0.225119,0.310733,0.152276,-0.125928,-0.006946,-0.115353,0.174362,0.024024,0.0074,13.0376,0.0961,44.7186,44.1932,60.6243
0.2,0.230555,0.208697,0.239933,0.114576,-0.078344,-0.019818,-0.157748,-0.209395,-0.002436,0.0023,11.606,0.0251,166.208,189.8756,11.5971
0.2,0.2,0.2015,0.268383,0.198186,0.161428,0.032375,0.226132,0.220338,-0.001009,0.0071,16.6214,0.1166,104.8953,133.5664,29.0028
0.224909,0.3801,0.372888,0.290784,-0.140999,-0.068855,0.108565,0.08071,-0.02031,0.019852,0.0037,-18.9873,0.0674,299.6888,277.4716,16.8033
0.2,0.227629,0.294188,0.272386,-0.1715527,0.167818,-0.076722,0.1136163,-0.210475,-0.050961,0.0048,-14.8491,0.0709,490.8305,551.9821,5.9477
0.270111,0.292104,0.33368,0.207809,0.248541,-0.018085,-0.035934,0.08029,0.01866,-0.002364,0.0014,-48.7903,0.0666,5759.6798,7191.1159,2.0298
0.2,0.2,0.279788,0.258257,-0.134903,0.101913,-0.042494,0.139615,0.252045,-0.040861,0.001,-75.6345,0.076,512.6382,491.4954,47.9045
0.2,0.25355,0.4,0.2,0.046718,-0.07817,-0.093397,0.082425,0.006003,0.001035,1e-08,1e-08,1e-08,100000,100000,1e-08
0.26901,0.216478,0.216583,0.227293,-0.046879,-0.153377,-0.008225,-0.162253,0.163692,0.001727,0.021,11.2633,0.2316,39.4116,60.8053,34.3353
0.252488,0.284424,0.285981,0.2,-0.132464,-0.049277,-0.030628,0.069444,-0.023061,0.032082,0.0001,-474.683,0.0258,194877.2407,189605.4619,0.8257
0.280891,0.208826,0.269958,0.337091,0.00098,-0.103302,0.080771,-0.120485,-0.020508,-0.036556,0.0048,10.1496,0.0487,18.1416,17.7878,96.5002
0.307366,0.284424,0.250714,0.2,-0.132464,-0.040906,-0.035476,0.057431,-0.020646,0.033147,1e-08,1e-08,1e-08,100000,100000,1e-08
0.2,0.227629,0.218038,0.216844,-0.171553,-0.181515,-0.076722,0.107334,-0.210475,-0.050961,0.0181,19.0156,0.3347,86.805,125.3596,37.2676
