r0,r1,r2,r3,s1,s2,s3,p1,p2,p3,bandwidth,ng0,GBP,avgLoss,loss_at_ng0,delay
0.20001,0.200011,0.264392,0.231603,-0.121701,-0.153367,-0.070359,-0.162243,-0.210465,-0.042652,0.0351,14.1737,0.4843,22.3451,22.1987,137.7511
0.346461,0.279654,0.294829,0.222962,-0.009645,-0.017899,-0.002538,-0.023455,0.039521,0.009896,1e-08,1e-08,1e-08,100000,100000,1e-08
0.317885,0.20262,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023904,-0.095476,-0.016948,0.002,12.9609,0.0245,17.6022,19.7825,70.1538
0.317885,0.20262,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023904,-0.095466,-0.016948,0.002,12.9607,0.0245,17.6004,19.7808,70.154
0.317885,0.20262,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023904,-0.095466,-0.016938,0.002,12.9607,0.0245,17.6009,19.7814,70.1545
0.317885,0.20262,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023894,-0.095466,-0.016938,0.0013,19.8454,0.0247,61.7726,73.3354,55.9287
0.317895,0.20262,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023894,-0.095466,-0.016938,0.002,12.9552,0.0246,17.5829,19.7639,70.3107
0.317895,0.20263,0.312217,0.30477,0.008081,-0.04365,-0.052669,-0.023894,-0.095466,-0.016938,0.0013,19.9143,0.0247,62.1409,73.8706,56.0298
0.317895,0.20263,0.312227,0.30477,0.008081,-0.04365,-0.052669,-0.023894,-0.095466,-0.016938,0.0013,19.8261,0.0247,61.7624,73.2357,55.8586
0.317895,0.20263,0.312227,0.30478,0.008081,-0.04365,-0.052669,-0.023894,-0.095466,-0.016938,0.0015,17.8407,0.0247,42.6522,49.9896,60.1023
0.317895,0.20263,0.312227,0.30478,0.008081,-0.04365,-0.052659,-0.023894,-0.095466,-0.016938,0.0013,19.8537,0.0247,61.8426,73.4104,55.944
0.317895,0.20263,0.312227,0.30478,0.008081,-0.04364,-0.052659,-0.023894,-0.095466,-0.016938,0.002,12.9595,0.0246,17.5984,19.7799,70.3241
0.317895,0.20263,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023894,-0.095466,-0.016938,0.0013,19.8566,0.0247,61.8955,73.4739,55.9404
0.4,0.4,0.36,0.4,0.338591,0.179000866,0.277841,0.306606,-0.0777576536625,-0.016938,0.003,12.1726,0.0361,1382.9325,1358.0604,1.7605
0.4,0.4,0.4,0.4,0.55,0.5,0.5,0.525,-0.095466,-0.016938,0.0061,25.7904,0.1576,928.0973,1112.4249,6.2298
0.317895,0.20263,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023894,-0.095456,-0.016938,0.0013,19.8467,0.0247,61.7998,73.3521,55.923
0.317895,0.20263,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023894,-0.095456,-0.016928,0.0013,19.8707,0.0247,61.9918,73.5445,55.9264
0.317895,0.20263,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023884,-0.095456,-0.016928,0.002,12.961,0.0245,17.6026,19.7842,70.1557
0.317905,0.20263,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023884,-0.095456,-0.016928,0.0013,19.8744,0.0247,61.932,73.5672,55.9861
0.317905,0.20264,0.312227,0.30478,0.008091,-0.04364,-0.052659,-0.023884,-0.095456,-0.016928,0.0013,19.8417,0.0247,61.8038,73.2973,55.8908
0.317905,0.20264,0.312237,0.30478,0.008091,-0.04364,-0.052659,-0.023884,-0.095456,-0.016928,0.0013,19.8611,0.0246,62.0008,73.4734,55.6708
0.317905,0.20264,0.312237,0.30479,0.008091,-0.04364,-0.052659,-0.023884,-0.095456,-0.016928,0.002,12.9576,0.0246,17.5943,19.7768,70.3193
0.317905,0.20264,0.312237,0.30479,0.008091,-0.04364,-0.052649,-0.023884,-0.095456,-0.016928,0.002,12.9583,0.0245,17.5983,19.7796,70.1454
0.317905,0.20264,0.312237,0.30479,0.008091,-0.04363,-0.052649,-0.023884,-0.095456,-0.016928,0.0013,19.8895,0.0247,62.1124,73.7224,55.953
0.317905,0.20264,0.312237,0.30479,0.008101,-0.04363,-0.052649,-0.023884,-0.095456,-0.016928,0.0015,17.8506,0.0247,42.7211,50.0644,60.1023
0.4,0.4,0.4,0.4,0.3724611,0.28687,-0.052649,-0.0226898,0.235044,0.313572,0.0158,11.519,0.1757,410.5355,478.1917,4.5442
0.4,0.4,0.4,0.4,0.55,0.5,-0.052649,-0.0226898,0.5,0.5,0.0034,-10.0149,0.0337,2489.7691,2462.9714,0.6787
0.240459,0.218251,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007574,0.008847,0.00419,0.003,48.7106,0.1446,693.0971,491.7327,29.6303
0.240459,0.218251,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007574,0.008857,0.00419,0.003,48.7114,0.1446,693.2019,491.7627,29.6291
0.240459,0.218251,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007574,0.008857,0.0042,0.003,48.7111,0.1446,693.5505,491.7576,29.6292
0.240459,0.218251,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007564,0.008857,0.0042,0.003,48.7107,0.1444,693.439,491.7354,29.6302
0.240469,0.218251,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007564,0.008857,0.0042,0.003,48.7087,0.1446,693.2681,491.6962,29.6312
0.240469,0.218261,0.4,0.282262,0.004772,0.007627,-0.060122,-0.007564,0.008857,0.0042,0.003,48.7152,0.1444,693.9317,491.9133,29.6226
0.240469,0.218261,0.40001,0.282262,0.004772,0.007627,-0.060122,-0.007564,0.008857,0.0042,0.003,48.6983,0.1444,693.1477,491.5917,29.6305
0.240469,0.218261,0.40001,0.282272,0.004772,0.007627,-0.060122,-0.007564,0.008857,0.0042,0.003,48.6899,0.1444,693.8784,491.4315,29.6344
0.240469,0.218261,0.40001,0.282272,0.004772,0.007627,-0.060112,-0.007564,0.008857,0.0042,0.003,48.6855,0.1443,692.0806,491.3463,29.6366
0.240469,0.218261,0.40001,0.282272,0.004772,0.007637,-0.060112,-0.007564,0.008857,0.0042,0.003,48.6932,0.1446,693.2405,491.4891,29.6332
0.240469,0.218261,0.40001,0.282272,0.004782,0.007637,-0.060112,-0.007564,0.008857,0.0042,0.003,48.6989,0.1443,693.095,491.6451,29.6277
0.240469,0.208661,0.39041,0.272672,-0.009618,0.007637,-0.074512,-0.017164,0.008857,0.0042,0.002,72.679,0.1462,1393.8913,866.2416,26.0432
0.240469,0.2,0.30401,0.2,-0.139218,0.007637,-0.204112,-0.103564,0.008857,0.0042,0.0054,19.0308,0.1007,29.9501,31.5303,148.3317
0.240469,0.2,0.2,0.2,-0.55,0.007637,-0.5,-0.475,0.008857,0.0042,0.0003,-90.5248,0.0267,5170.9022,4831.2022,5.9009
0.240469,0.2,0.2,0.2,-0.55,0.007637,-0.5,-0.475,0.008857,0.0042,0.0003,-90.5224,0.0267,5171.0351,4830.5588,5.9015
0.240469,0.2,0.2,0.2,-0.55,0.007637,-0.5,-0.475,0.008857,0.0042,0.0003,-90.5247,0.0267,5176.4334,4831.1725,5.9009
0.240469,0.2,0.2,0.2,-0.55,0.007637,-0.5,-0.475,0.008857,0.0042,0.0003,-90.5244,0.0267,5168.6916,4831.1386,5.9009
0.4,0.292047,0.258749,0.273013,-0.004598,-0.000916,0.023243,0.004971,0.029434,-0.003059,1e-08,1e-08,1e-08,100000,100000,1e-08
0.274277,0.329162,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016922,0.020371,0.017818,0.0055,33.9827,0.1833,926.6371,1273.1715,7.5881
0.274277,0.329162,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016922,0.020381,0.017818,0.0055,33.9835,0.1834,926.6869,1273.2539,7.5878
0.274277,0.329162,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016922,0.020381,0.017828,0.0055,33.9832,0.1834,926.774,1273.2255,7.5879
0.274277,0.329162,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016912,0.020381,0.017828,0.0055,33.9828,0.1834,926.7206,1273.186,7.588
0.274287,0.329162,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016912,0.020381,0.017828,0.0055,33.9817,0.1833,926.5052,1273.105,7.5882
0.274287,0.329172,0.359538,0.4,-0.007219,0.004476,0.008642,-0.016912,0.020381,0.017828,0.0055,33.9877,0.1835,927.0616,1273.7529,7.5859
0.274287,0.329172,0.359548,0.4,-0.007219,0.004476,0.008642,-0.016912,0.020381,0.017828,0.0055,33.9824,0.1835,926.9989,1273.3159,7.5871
0.274287,0.329172,0.359548,0.40001,-0.007219,0.004476,0.008642,-0.016912,0.020381,0.017828,0.0055,33.9748,0.1835,926.4374,1272.6986,7.5888
0.274287,0.329172,0.359548,0.40001,-0.007219,0.004476,0.008652,-0.016912,0.020381,0.017828,0.0055,33.9706,0.1834,926.1446,1272.3612,7.5897
0.274287,0.329172,0.359548,0.40001,-0.007219,0.004486,0.008652,-0.016912,0.020381,0.017828,0.0055,33.9755,0.1835,926.3728,1272.7751,7.5885
0.274287,0.329172,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016912,0.020381,0.017828,0.0055,33.98,0.1835,926.7652,1273.1646,7.5874
0.274287,0.335072,0.365448,0.4,-0.001309,0.010386,0.011552,-0.014012,0.023281,0.020728,0.004,39.8384,0.1589,1545.7854,1974.7169,5.8807
0.274287,0.334482,0.364858,0.4,-0.001899,0.009796,0.011262,-0.014302,0.022991,0.020438,0.0051,41.0799,0.2048,1589.9465,1100.9523,10.9238
0.274287,0.329172,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016912,0.020391,0.017828,0.0055,33.9816,0.1835,926.8245,1273.3117,7.5869
0.274287,0.329172,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016912,0.020391,0.017838,0.0055,33.9816,0.1835,926.7752,1273.3125,7.5869
0.274287,0.329172,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016902,0.020391,0.017838,0.0055,33.9804,0.1835,926.7651,1273.2053,7.5873
0.274297,0.329172,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016902,0.020391,0.017838,0.0055,33.9253,0.1835,926.8687,1268.5124,7.6008
0.274297,0.329182,0.359548,0.40001,-0.007209,0.004486,0.008652,-0.016902,0.020391,0.017838,0.0055,33.9856,0.1835,927.2951,1273.7957,7.5851
0.274297,0.329182,0.359558,0.40001,-0.007209,0.004486,0.008652,-0.016902,0.020391,0.017838,0.0055,33.9802,0.1833,926.7772,1273.3529,7.5863
0.274297,0.329182,0.359558,0.40002,-0.007209,0.004486,0.008652,-0.016902,0.020391,0.017838,0.0055,33.9718,0.1834,926.3099,1272.6683,7.5882
0.274297,0.329182,0.359558,0.40002,-0.007209,0.004486,0.008662,-0.016902,0.020391,0.017838,0.0055,33.9676,0.1834,926.0888,1272.3311,7.5891
0.274297,0.329182,0.359558,0.40002,-0.007209,0.004496,0.008662,-0.016902,0.020391,0.017838,0.0055,33.9187,0.1835,926.6888,1268.1561,7.6013
0.274297,0.329182,0.359558,0.40002,-0.007199,0.004496,0.008662,-0.016902,0.020391,0.017838,0.0055,33.9779,0.1835,926.8767,1273.2076,7.5866
0.280197,0.335082,0.359558,0.4,-0.001299,0.010396,0.011562,-0.011002,0.026291,0.023738,0.0049,42.8225,0.2056,1601.6613,2304.9547,5.4697
0.333297,0.388182,0.359558,0.4,0.051801,0.063496,0.037662,0.042098,0.079391,0.076838,0.0022,-77.688,0.1675,16018.324,12462.2776,1.9442
0.4,0.4,0.359558,0.4,0.5,0.5,0.327662,0.5,0.5,0.5,0.0049,10.0688,0.0482,850.1341,899.3876,1.8786
0.4,0.4,0.359558,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.0022,-63.6309,0.1395,7250.5068,6705.8766,2.9144
0.4,0.4,0.359558,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.0022,-63.631,0.1395,7251.6308,6705.9023,2.9144
0.4,0.4,0.359558,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.0022,-63.6311,0.1395,7248.5761,6705.9151,2.9144
0.4,0.279475,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013914,0.049819,0.003271,0.004,10.3731,0.0414,13.4352,13.3362,134.2997
0.4,0.279475,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013914,0.049829,0.003271,0.004,10.3733,0.0414,13.4327,13.3358,134.3085
0.4,0.279475,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013914,0.049829,0.003281,0.004,10.3726,0.0414,13.4334,13.3347,134.3018
0.4,0.279475,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013904,0.049829,0.003281,0.004,10.3749,0.0414,13.4342,13.3388,134.3174
0.40001,0.279475,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013904,0.049829,0.003281,0.004,10.3758,0.0414,13.4317,13.3361,134.3672
0.40001,0.279485,0.4,0.200643,-0.000247,0.002185,-0.083218,-0.013904,0.049829,0.003281,0.004,10.3754,0.0414,13.4342,13.3361,134.3573
0.40001,0.279485,0.40001,0.200643,-0.000247,0.002185,-0.083218,-0.013904,0.049829,0.003281,0.004,10.3748,0.0414,13.4324,13.3363,134.3392
0.40001,0.279485,0.40001,0.200653,-0.000247,0.002185,-0.083218,-0.013904,0.049829,0.003281,0.004,10.3746,0.0414,13.4319,13.3358,134.3393
0.40001,0.279485,0.40001,0.200653,-0.000247,0.002185,-0.083208,-0.013904,0.049829,0.003281,0.004,10.374,0.0414,13.433,13.3361,134.3233
0.40001,0.279485,0.40001,0.200653,-0.000247,0.002195,-0.083208,-0.013904,0.049829,0.003281,0.004,10.3746,0.0414,13.4329,13.3368,134.3285
0.40001,0.279485,0.40001,0.200653,-0.000237,0.002195,-0.083208,-0.013904,0.049829,0.003281,0.004,10.3735,0.0414,13.4352,13.3374,134.2965
0.4,0.279485,0.4,0.200653,-0.000237,0.002195,-0.083208,-0.013904,0.049829,0.003281,0.004,10.3727,0.0414,13.4394,13.3395,134.2547
0.4,0.279485,0.4,0.200653,-0.000237,0.002195,-0.083208,-0.013904,0.049829,0.003281,0.004,10.3727,0.0414,13.4386,13.3405,134.2457
0.228604,0.239019,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00163,-0.067668,-0.011666,0.0008,-117.788,0.0983,1794.6432,1640.9707,22.9108
0.228604,0.239019,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00163,-0.067658,-0.011666,0.0008,-117.7949,0.0986,1803.7069,1641.0666,22.9109
0.228604,0.239019,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00163,-0.067658,-0.011656,0.0008,-117.7958,0.0984,1796.9996,1641.1025,22.9106
0.228604,0.239019,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00162,-0.067658,-0.011656,0.0008,-117.7818,0.0984,1796.6104,1640.8189,22.9117
0.228614,0.239019,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00162,-0.067658,-0.011656,0.0008,-117.7997,0.0985,1802.4556,1641.3545,22.9078
0.228614,0.239029,0.379043,0.26723,-0.01975,0.007173,-0.09581,-0.00162,-0.067658,-0.011656,0.0008,-117.8047,0.0984,1797.9058,1641.4139,22.908
0.228614,0.239029,0.379053,0.26723,-0.01975,0.007173,-0.09581,-0.00162,-0.067658,-0.011656,0.0008,-117.7828,0.0985,1802.8358,1641.354,22.9044
0.228614,0.239029,0.379053,0.26724,-0.01975,0.007173,-0.09581,-0.00162,-0.067658,-0.011656,0.0008,-117.7816,0.0986,1806.076,1641.4369,22.903
0.228614,0.239029,0.379053,0.26724,-0.01975,0.007173,-0.0958,-0.00162,-0.067658,-0.011656,0.0008,-117.7839,0.0986,1805.0474,1641.566,22.9017
0.228614,0.239029,0.379053,0.26724,-0.01975,0.007183,-0.0958,-0.00162,-0.067658,-0.011656,0.0008,-117.7571,0.0987,1807.991,1640.7297,22.9079
0.228614,0.239029,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00162,-0.067658,-0.011656,0.0008,-117.7586,0.0985,1802.9721,1640.6565,22.9092
0.249214,0.249329,0.399653,0.29814,0.00086,0.048383,-0.0649,0.00868,-0.036758,-0.001356,0.0017,-56.0537,0.0948,645.5182,581.3352,29.2738
0.247154,0.248299,0.397593,0.29505,-0.0012,0.044263,-0.06799,0.00765,-0.039848,-0.002386,0.0016,-57.7361,0.0957,688.6151,620.3609,28.3363
0.232322,0.240883,0.382761,0.272802,-0.016032,0.014599,-0.090238,0.000234,-0.062096,-0.009802,0.0009,-112.6819,0.0979,1515.1699,1772.1079,20.255
0.229356,0.2394,0.379795,0.268352,-0.018998,0.008666,-0.094688,-0.001249,-0.066546,-0.011285,0.0008,-122.7837,0.0981,1768.1167,1763.3388,22.2653
0.228762,0.239103,0.379201,0.267462,-0.019592,0.00748,-0.095578,-0.001546,-0.067436,-0.011582,0.0008,-117.09,0.0986,1794.517,1628.5228,22.9431
0.228614,0.239029,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00162,-0.067648,-0.011656,0.0008,-117.7726,0.0984,1800.0668,1640.9474,22.908
0.228614,0.239029,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00162,-0.067648,-0.011646,0.0008,-117.7736,0.0986,1803.9563,1640.9873,22.9077
0.228614,0.239029,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00161,-0.067648,-0.011646,0.0008,-117.7597,0.0985,1801.7441,1640.7038,22.9088
0.228624,0.239029,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00161,-0.067648,-0.011646,0.0008,-117.7773,0.0983,1795.2942,1641.2347,22.905
0.228624,0.239039,0.379053,0.26724,-0.01974,0.007183,-0.0958,-0.00161,-0.067648,-0.011646,0.0008,-117.7824,0.0984,1799.5222,1641.2933,22.9052
0.228624,0.239039,0.379063,0.26724,-0.01974,0.007183,-0.0958,-0.00161,-0.067648,-0.011646,0.0008,-117.753,0.0991,1802.7215,1641.0326,22.9028
0.228624,0.239039,0.379063,0.26725,-0.01974,0.007183,-0.0958,-0.00161,-0.067648,-0.011646,0.0008,-117.7518,0.0985,1804.2112,1641.1153,22.9015
0.228624,0.239039,0.379063,0.26725,-0.01974,0.007183,-0.09579,-0.00161,-0.067648,-0.011646,0.0008,-117.754,0.0985,1802.7466,1641.24,22.9002
0.228624,0.239039,0.379063,0.26725,-0.01974,0.007193,-0.09579,-0.00161,-0.067648,-0.011646,0.0008,-117.7209,0.0983,1796.3552,1640.2485,22.9073
0.228624,0.239039,0.379063,0.26725,-0.01973,0.007193,-0.09579,-0.00161,-0.067648,-0.011646,0.0008,-117.7224,0.0987,1791.4284,1640.1761,22.9086
0.228624,0.249339,0.4,0.28785,0.02147,0.007193,-0.07519,0.01899,-0.057348,0.019254,0.0012,-75.8566,0.0952,1284.1858,1302.106,18.139
0.228624,0.248309,0.4,0.28579,0.01735,0.007193,-0.07725,0.01693,-0.058378,0.016164,0.0012,-80.4511,0.0954,1281.4532,1205.9406,20.8554
0.228624,0.240893,0.393841,0.270958,-0.012314,0.007193,-0.092082,0.002098,-0.065794,-0.006084,0.0011,-87.727,0.097,1427.9881,1371.3047,20.1091
0.228624,0.23941,0.382019,0.267992,-0.018247,0.007193,-0.095048,-0.000868,-0.067277,-0.010534,0.0009,-117.0041,0.0984,1816.8542,1888.8011,19.7663
0.364042,0.301705,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009663,0.001749,-0.015809,0.0001,-312.8971,0.0452,33620.3075,29859.3049,3.4372
0.364042,0.301705,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009663,0.001759,-0.015809,0.0001,614.676,0.0677,503304.1061,446742.434,0.4549
0.364042,0.301705,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009663,0.001759,-0.015799,0.0001,-312.9084,0.0455,34177.1506,29860.9413,3.4371
0.364042,0.301705,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009673,0.001759,-0.015799,0.0001,614.7378,0.0677,503027.4715,446840.5143,0.4549
0.364052,0.301705,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009673,0.001759,-0.015799,0.0001,614.8374,0.0647,498424.6688,446985.9747,0.4548
0.364052,0.301715,0.4,0.277277,-0.005112,0.073582,-0.014398,0.009673,0.001759,-0.015799,0.0001,-313.224,0.0455,34159.1768,29925.7383,3.4332
0.364052,0.301715,0.40001,0.277277,-0.005112,0.073582,-0.014398,0.009673,0.001759,-0.015799,0.0001,-313.0429,0.0453,33792.92,29897.2179,3.4345
0.364052,0.301715,0.40001,0.277287,-0.005112,0.073582,-0.014398,0.009673,0.001759,-0.015799,0.0001,-313.1369,0.0456,34304.1497,29915.8133,3.4334
0.364052,0.301715,0.40001,0.277287,-0.005112,0.073582,-0.014388,0.009673,0.001759,-0.015799,0.0001,-313.1495,0.0466,33719.9661,29918.835,3.4332
0.364052,0.301715,0.40001,0.277287,-0.005112,0.073592,-0.014388,0.009673,0.001759,-0.015799,0.0001,-312.8372,0.0451,33529.9002,29861.1513,3.4363
0.364052,0.301715,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009673,0.001759,-0.015799,0.0001,-312.6114,0.0469,34173.423,29818.6206,3.4387
0.4,0.4,0.2125764,0.4,0.5,0.200185641292,0.5,0.5,1.46263035996,0.130101,0.0039,26.6474,0.1035,290.9249,343.5985,21.0007
0.4,0.4,0.2125764,0.4,0.5,0.240072988492,0.5,0.5,1.46263035996,0.115511,0.0032,31.6511,0.1033,516.5762,604.2531,14.7019
0.364052,0.301715,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009673,0.001769,-0.015799,0.0001,-312.6347,0.0465,33563.4475,29822.5773,3.4385
0.364052,0.301715,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009673,0.001769,-0.015789,0.0001,-312.6233,0.0466,33730.6772,29820.3785,3.4386
0.364052,0.301715,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009683,0.001769,-0.015789,0.0001,-312.5968,0.0466,33667.3467,29816.2286,3.4388
0.364062,0.301715,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009683,0.001769,-0.015789,0.0001,-313.3592,0.0466,33736.1918,29958.9614,3.4309
0.364062,0.301725,0.40001,0.277287,-0.005102,0.073592,-0.014388,0.009683,0.001769,-0.015789,0.0001,-312.9522,0.0458,34513.6254,29887.3538,3.4346
0.364062,0.301725,0.40002,0.277287,-0.005102,0.073592,-0.014388,0.009683,0.001769,-0.015789,0.0001,612.7314,0.0644,493612.3888,444084.6028,0.4562
0.364062,0.301725,0.40002,0.277297,-0.005102,0.073592,-0.014388,0.009683,0.001769,-0.015789,0.0001,-312.7248,0.0468,33990.0351,29851.5261,3.4362
0.364062,0.301725,0.40002,0.277297,-0.005102,0.073592,-0.014378,0.009683,0.001769,-0.015789,0.0001,-312.7373,0.0449,33370.5993,29854.529,3.436
0.364062,0.301725,0.40002,0.277297,-0.005102,0.073602,-0.014378,0.009683,0.001769,-0.015789,0.0001,-312.4278,0.0451,33564.2318,29797.4067,3.4391
0.364062,0.301725,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009683,0.001769,-0.015789,0.0001,-312.2026,0.0453,33917.5944,29755.0352,3.4415
0.4,0.4,0.4,0.4,0.043708,0.024602,-0.162178,0.5,0.5,0.5,0.0048,-13.6212,0.0656,3863.93,3786.5617,0.7589
0.4,0.4,0.4,0.4,0.482908,-0.416398,-0.5,0.5,0.5,0.5,0.0116,-10.1405,0.1151,1664.791,1696.3069,1.0101
0.4,0.4,0.4,0.4,0.5,-0.5,-0.5,0.5,0.5,0.5,0.0238,-11.3729,0.265,1095.8545,1314.6906,1.6158
0.4,0.4,0.4,0.4,0.5,-0.5,-0.5,0.5,0.5,0.5,0.0238,-11.3729,0.265,1095.9278,1314.6818,1.6158
0.4,0.4,0.4,0.4,0.5,-0.5,-0.5,0.5,0.5,0.5,0.0238,-11.3728,0.265,1095.8478,1314.6775,1.6158
0.4,0.4,0.4,0.4,0.5,-0.5,-0.5,0.5,0.5,0.5,0.0238,-11.373,0.265,1095.9178,1314.7071,1.6158
0.364062,0.301725,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009683,0.001779,-0.015789,0.0001,-312.2248,0.0456,34306.08,29758.7758,3.4413
0.364062,0.301725,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009683,0.001779,-0.015779,0.0001,612.64,0.0641,487053.7251,443959.6834,0.4562
0.364062,0.301725,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009693,0.001779,-0.015779,0.0001,-312.1859,0.0458,34546.5681,29752.251,3.4416
0.364072,0.301725,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009693,0.001779,-0.015779,0.0001,-312.9518,0.0453,33800.9488,29895.5118,3.4336
0.364072,0.301735,0.40002,0.277297,-0.005092,0.073602,-0.014378,0.009693,0.001779,-0.015779,0.0001,-312.5281,0.0452,33749.5092,29821.1318,3.4375
0.364072,0.301735,0.40003,0.277297,-0.005092,0.073602,-0.014378,0.009693,0.001779,-0.015779,0.0001,-312.3505,0.0465,33644.4719,29793.2848,3.4387
0.364072,0.301735,0.40003,0.277307,-0.005092,0.073602,-0.014378,0.009693,0.001779,-0.015779,0.0001,-312.4443,0.0467,33795.466,29811.8028,3.4376
0.364072,0.301735,0.40003,0.277307,-0.005092,0.073602,-0.014368,0.009693,0.001779,-0.015779,0.0001,617.5278,0.066,475021.7153,585695.2709,0.3486
0.364072,0.301735,0.40003,0.277307,-0.005092,0.073612,-0.014368,0.009693,0.001779,-0.015779,0.0001,-312.1489,0.0455,34174.6122,29758.0134,3.4405
0.364072,0.301735,0.40003,0.277307,-0.005082,0.073612,-0.014368,0.009693,0.001779,-0.015779,0.0001,-311.9373,0.0449,33322.2904,29717.7611,3.4428
0.4,0.301735,0.2125764,0.4,-0.1681702,0.427766788055,0.5,0.31446765,0.136789611222,0.5,1e-08,1e-08,1e-08,100000,100000,1e-08
0.4,0.2715615,0.2916,0.4,-0.138102,0.531514892409,0.5,0.270513,0.10565850893,0.5,1e-08,1e-08,1e-08,100000,100000,1e-08
0.372856,0.301735,0.2125764,0.4,-0.031686,0.504810165243,0.5,0.061857,0.0153521243482,0.5,0.0132,-10.3959,0.1351,431.2487,534.6504,3.3641
0.342867,0.366045,0.26742,0.253066,0.06187,0.005782,0.035205,0.020104,-0.028394,0.007832,0.0027,16.0874,0.0435,224.8378,217.4464,16.9964
0.342867,0.366045,0.26742,0.253066,0.06187,0.005782,0.035205,0.020104,-0.028384,0.007832,0.0027,16.088,0.0435,224.8495,217.4683,16.9955
0.342867,0.366045,0.26742,0.253066,0.06187,0.005782,0.035205,0.020104,-0.028384,0.007842,0.0027,16.0877,0.0435,224.8389,217.4598,16.9958
0.342867,0.366045,0.26742,0.253066,0.06187,0.005782,0.035205,0.020114,-0.028384,0.007842,0.0027,16.088,0.0435,224.848,217.4671,16.9957
0.342877,0.366045,0.26742,0.253066,0.06187,0.005782,0.035205,0.020114,-0.028384,0.007842,0.0027,16.0878,0.0435,224.842,217.4614,16.9958
0.342877,0.366055,0.26742,0.253066,0.06187,0.005782,0.035205,0.020114,-0.028384,0.007842,0.0027,16.0881,0.0435,224.8978,217.5145,16.9921
0.342877,0.366055,0.26743,0.253066,0.06187,0.005782,0.035205,0.020114,-0.028384,0.007842,0.0027,16.0908,0.0435,224.9947,217.5956,16.9899
0.342877,0.366055,0.26743,0.253076,0.06187,0.005782,0.035205,0.020114,-0.028384,0.007842,0.0027,16.0903,0.0435,224.9629,217.5784,16.9904
0.342877,0.366055,0.26743,0.253076,0.06187,0.005782,0.035215,0.020114,-0.028384,0.007842,0.0027,16.0907,0.0435,224.9779,217.5933,16.9899
